BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR,TRADINGSESSION,VOLUME
RTSI,WHFOB,2021-09-29,WHFOB,Индекс пшеницы FOB регион Черного моря,284.8,284.8,284.8,284.8,0.0,,,2,,USD,,3,1147945.0
RTSI,WHFOB,2021-09-28,WHFOB,Индекс пшеницы FOB регион Черного моря,282.1,282.1,282.1,282.1,0.0,,,2,,USD,,3,1044945.0
RTSI,WHFOB,2021-09-27,WHFOB,Индекс пшеницы FOB регион Черного моря,280.8,280.8,280.8,280.8,0.0,,,2,,USD,,3,1138125.0
RTSI,WHFOB,2021-09-24,WHFOB,Индекс пшеницы FOB регион Черного моря,281.4,281.4,281.4,281.4,0.0,,,2,,USD,,3,1434815.0
RTSI,WHFOB,2021-09-23,WHFOB,Индекс пшеницы FOB регион Черного моря,278.3,278.3,278.3,278.3,0.0,,,2,,USD,,3,1286015.0
RTSI,WHFOB,2021-09-22,WHFOB,Индекс пшеницы FOB регион Черного моря,279.1,279.1,279.1,279.1,396717080.819,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2021-09-21,WHFOB,Индекс пшеницы FOB регион Черного моря,275.3,275.3,275.3,275.3,374180234.402,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2021-09-20,WHFOB,Индекс пшеницы FOB регион Черного моря,277.9,277.9,277.9,277.9,400439290.4186,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2021-09-17,WHFOB,Индекс пшеницы FOB регион Черного моря,271.9,271.9,271.9,271.9,290037395.4186,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2021-09-16,WHFOB,Индекс пшеницы FOB регион Черного моря,270.3,270.3,270.3,270.3,276441395.4186,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2021-09-15,WHFOB,Индекс пшеницы FOB регион Черного моря,272.9,272.9,272.9,272.9,440364650.4186,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2021-09-14,WHFOB,Индекс пшеницы FOB регион Черного моря,274.3,274.3,274.3,274.3,463232900.4186,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2021-09-13,WHFOB,Индекс пшеницы FOB регион Черного моря,272.8,272.8,272.8,272.8,414743936.9686,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2021-09-10,WHFOB,Индекс пшеницы FOB регион Черного моря,273.6,273.6,273.6,273.6,486510400.4186,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2021-09-09,WHFOB,Индекс пшеницы FOB регион Черного моря,274.8,274.8,274.8,274.8,470877185.4186,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2021-09-08,WHFOB,Индекс пшеницы FOB регион Черного моря,272.4,272.4,272.4,272.4,467978935.4186,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2021-09-07,WHFOB,Индекс пшеницы FOB регион Черного моря,275.0,275.0,275.0,275.0,530141416.9686,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2021-09-06,WHFOB,Индекс пшеницы FOB регион Черного моря,277.6,277.6,277.6,277.6,469679116.9686,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2021-09-03,WHFOB,Индекс пшеницы FOB регион Черного моря,275.0,275.0,275.0,275.0,530141416.9686,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2021-09-02,WHFOB,Индекс пшеницы FOB регион Черного моря,272.2,272.2,272.2,272.2,460671356.9686,0.0,0.0,1,0.0,USD,0.0,3,
RTSI,WHFOB,2022-02-07,WHFOB,Индекс пшеницы FOB регион Черного моря,332.6,332.6,332.6,332.6,262387008.916,0.0,0.0,1,0.0,USD,0.0,3,789000.0
RTSI,WHFOB,2022-02-04,WHFOB,Индекс пшеницы FOB регион Черного моря,333.4,333.4,333.4,333.4,246347508.916,0.0,0.0,1,0.0,USD,0.0,3,739000.0
RTSI,WHFOB,2022-02-03,WHFOB,Индекс пшеницы FOB регион Черного моря,333.4,333.4,333.4,333.4,246347508.916,0.0,0.0,1,0.0,USD,0.0,3,739000.0
RTSI,WHFOB,2022-02-02,WHFOB,Индекс пшеницы FOB регион Черного моря,333.5,333.5,333.5,333.5,228119858.916,0.0,0.0,1,0.0,USD,0.0,3,684000.0
RTSI,WHFOB,2022-02-01,WHFOB,Индекс пшеницы FOB регион Черного моря,333.0,333.0,333.0,333.0,206149858.916,0.0,0.0,1,0.0,USD,0.0,3,619000.0
RTSI,WHFOB,2022-01-31,WHFOB,Индекс пшеницы FOB регион Черного моря,333.0,333.0,333.0,333.0,206149858.916,0.0,0.0,1,0.0,USD,0.0,3,619000.0
RTSI,WHFOB,2022-01-28,WHFOB,Индекс пшеницы FOB регион Черного моря,333.3,333.3,333.3,333.3,165840108.916,0.0,0.0,1,0.0,USD,0.0,3,497500.0
RTSI,WHFOB,2022-01-27,WHFOB,Индекс пшеницы FOB регион Черного моря,333.3,333.3,333.3,333.3,141994858.916,0.0,0.0,1,0.0,USD,0.0,3,426000.0
RTSI,WHFOB,2022-01-26,WHFOB,Индекс пшеницы FOB регион Черного моря,333.4,333.4,333.4,333.4,98694414.6185,0.0,0.0,1,0.0,USD,0.0,3,296000.0
RTSI,WHFOB,2022-01-25,WHFOB,Индекс пшеницы FOB регион Черного моря,333.4,333.4,333.4,333.4,99255199.5256,0.0,0.0,1,0.0,USD,0.0,3,297730.0
RTSI,WHFOB,2022-01-24,WHFOB,Индекс пшеницы FOB регион Черного моря,334.6,334.6,334.6,334.6,121125438.6185,0.0,0.0,1,0.0,USD,0.0,3,362000.0
RTSI,WHFOB,2022-01-21,WHFOB,Индекс пшеницы FOB регион Черного моря,336.3,336.3,336.3,336.3,87773265.4685,0.0,0.0,1,0.0,USD,0.0,3,261000.0
RTSI,WHFOB,2022-01-20,WHFOB,Индекс пшеницы FOB регион Черного моря,336.0,336.0,336.0,336.0,131393265.4685,0.0,0.0,1,0.0,USD,0.0,3,391000.0
RTSI,WHFOB,2022-01-19,WHFOB,Индекс пшеницы FOB регион Черного моря,336.0,336.0,336.0,336.0,131393265.4685,0.0,0.0,1,0.0,USD,0.0,3,391000.0
RTSI,WHFOB,2022-01-18,WHFOB,Индекс пшеницы FOB регион Черного моря,336.0,336.0,336.0,336.0,131393265.4685,0.0,0.0,1,0.0,USD,0.0,3,391000.0
RTSI,WHFOB,2022-01-17,WHFOB,Индекс пшеницы FOB регион Черного моря,338.3,338.3,338.3,338.3,129902265.4685,0.0,0.0,1,0.0,USD,0.0,3,384000.0
RTSI,WHFOB,2022-01-14,WHFOB,Индекс пшеницы FOB регион Черного моря,338.3,338.3,338.3,338.3,129902265.4685,0.0,0.0,1,0.0,USD,0.0,3,384000.0
RTSI,WHFOB,2022-01-13,WHFOB,Индекс пшеницы FOB регион Черного моря,338.0,338.0,338.0,338.0,107471241.4685,0.0,0.0,1,0.0,USD,0.0,3,318000.0
RTSI,WHFOB,2022-01-12,WHFOB,Индекс пшеницы FOB регион Черного моря,338.1,338.1,338.1,338.1,116396241.4685,0.0,0.0,1,0.0,USD,0.0,3,344250.0
RTSI,WHFOB,2022-01-11,WHFOB,Индекс пшеницы FOB регион Черного моря,338.1,338.1,338.1,338.1,116396241.4685,0.0,0.0,1,0.0,USD,0.0,3,344250.0
RTSI,WHFOB,2022-01-10,WHFOB,Индекс пшеницы FOB регион Черного моря,342.8,342.8,342.8,342.8,116278891.4685,0.0,0.0,1,0.0,USD,0.0,3,339250.0
RTSI,WHFOB,2021-12-30,WHFOB,Индекс пшеницы FOB регион Черного моря,344.2,344.2,344.2,344.2,131145391.4685,0.0,0.0,1,0.0,USD,0.0,3,381000.0
RTSI,WHFOB,2021-12-29,WHFOB,Индекс пшеницы FOB регион Черного моря,341.8,341.8,341.8,341.8,82726500.0,0.0,0.0,1,0.0,USD,0.0,3,242000.0
RTSI,WHFOB,2021-12-28,WHFOB,Индекс пшеницы FOB регион Черного моря,342.4,342.4,342.4,342.4,102204000.0,0.0,0.0,1,0.0,USD,0.0,3,298500.0
RTSI,WHFOB,2021-12-27,WHFOB,Индекс пшеницы FOB регион Черного моря,342.4,342.4,342.4,342.4,102204000.0,0.0,0.0,1,0.0,USD,0.0,3,298500.0
RTSI,WHFOB,2021-12-24,WHFOB,Индекс пшеницы FOB регион Черного моря,338.6,338.6,338.6,338.6,163690250.0,0.0,0.0,1,0.0,USD,0.0,3,483500.0
RTSI,WHFOB,2021-12-23,WHFOB,Индекс пшеницы FOB регион Черного моря,336.7,336.7,336.7,336.7,171903570.0,0.0,0.0,1,0.0,USD,0.0,3,510510.0
RTSI,WHFOB,2021-12-22,WHFOB,Индекс пшеницы FOB регион Черного моря,336.7,336.7,336.7,336.7,171903570.0,0.0,0.0,1,0.0,USD,0.0,3,510510.0
RTSI,WHFOB,2021-12-21,WHFOB,Индекс пшеницы FOB регион Черного моря,336.5,336.5,336.5,336.5,175173570.0,0.0,0.0,1,0.0,USD,0.0,3,520510.0
RTSI,WHFOB,2021-12-20,WHFOB,Индекс пшеницы FOB регион Черного моря,334.5,334.5,334.5,334.5,239594795.0,0.0,0.0,1,0.0,USD,0.0,3,716235.0
RTSI,WHFOB,2021-12-17,WHFOB,Индекс пшеницы FOB регион Черного моря,333.8,333.8,333.8,333.8,229984095.0,0.0,0.0,1,0.0,USD,0.0,3,688935.0
RTSI,WHFOB,2021-12-16,WHFOB,Индекс пшеницы FOB регион Черного моря,333.9,333.9,333.9,333.9,230039345.0,0.0,0.0,1,0.0,USD,0.0,3,688935.0
RTSI,WHFOB,2021-12-15,WHFOB,Индекс пшеницы FOB регион Черного моря,334.0,334.0,334.0,334.0,244151345.0,0.0,0.0,1,0.0,USD,0.0,3,730935.0
RTSI,WHFOB,2021-12-14,WHFOB,Индекс пшеницы FOB регион Черного моря,335.3,335.3,335.3,335.3,271525320.0,0.0,0.0,1,0.0,USD,0.0,3,809810.0
RTSI,WHFOB,2021-12-13,WHFOB,Индекс пшеницы FOB регион Черного моря,335.5,335.5,335.5,335.5,306016320.0,0.0,0.0,1,0.0,USD,0.0,3,912210.0
RTSI,WHFOB,2021-12-10,WHFOB,Индекс пшеницы FOB регион Черного моря,332.9,332.9,332.9,332.9,301583070.0,0.0,0.0,1,0.0,USD,0.0,3,905810.0
RTSI,WHFOB,2021-12-09,WHFOB,Индекс пшеницы FOB регион Черного моря,331.6,331.6,331.6,331.6,268514070.0,0.0,0.0,1,0.0,USD,0.0,3,809810.0
RTSI,WHFOB,2021-12-08,WHFOB,Индекс пшеницы FOB регион Черного моря,330.8,330.8,330.8,330.8,287029070.0,0.0,0.0,1,0.0,USD,0.0,3,867810.0
RTSI,WHFOB,2021-12-07,WHFOB,Индекс пшеницы FOB регион Черного моря,331.1,331.1,331.1,331.1,333690420.0,0.0,0.0,1,0.0,USD,0.0,3,1007810.0
RTSI,WHFOB,2021-12-06,WHFOB,Индекс пшеницы FOB регион Черного моря,328.6,328.6,328.6,328.6,315384420.0,0.0,0.0,1,0.0,USD,0.0,3,959810.0
RTSI,WHFOB,2021-12-03,WHFOB,Индекс пшеницы FOB регион Черного моря,328.6,328.6,328.6,328.6,259906500.0,0.0,0.0,1,0.0,USD,0.0,3,791000.0
RTSI,WHFOB,2021-12-02,WHFOB,Индекс пшеницы FOB регион Черного моря,322.9,322.9,322.9,322.9,271154668.0,0.0,0.0,1,0.0,USD,0.0,3,839800.0
